1,	117,	99.000000,	99.000000
2,	49,	87.500000,	92.500000
3,	41,	82.900000,	83.000000
4,	11,	86.500000,	94.500000
5,	7,	89.000000,	94.500000
6,	131,	78.400000,	91.000000
7,	5,	94.500000,	89.000000
8,	54,	87.100000,	94.400000
9,	62,	83.500000,	77.200000
10,	124,	82.200000,	80.900000
11,	4,	94.500000,	86.500000
12,	17,	100.000000,	100.000000
13,	130,	82.500000,	91.500000
14,	69,	100.000000,	100.000000
15,	77,	100.000000,	100.000000
16,	128,	80.300000,	81.300000
17,	12,	100.000000,	100.000000
18,	104,	91.000000,	87.500000
19,	40,	75.600000,	91.000000
20,	103,	82.500000,	87.500000
21,	61,	68.000000,	79.400000
22,	24,	87.000000,	92.500000
23,	74,	91.000000,	88.000000
24,	22,	92.500000,	87.000000
25,	47,	89.500000,	89.000000
26,	75,	76.500000,	91.600000
27,	100,	100.000000,	100.000000
28,	92,	87.000000,	88.500000
29,	80,	86.500000,	82.000000
30,	79,	78.400000,	86.000000
31,	93,	99.000000,	100.000000
32,	96,	89.300000,	75.000000
33,	111,	87.500000,	61.000000
34,	63,	100.000000,	100.000000
35,	81,	73.500000,	64.100000
36,	107,	100.000000,	99.000000
37,	99,	100.000000,	100.000000
38,	84,	73.000000,	89.000000
39,	78,	91.000000,	92.500000
40,	19,	91.000000,	75.600000
41,	3,	83.000000,	82.900000
42,	67,	100.000000,	99.000000
43,	58,	100.000000,	100.000000
44,	72,	90.000000,	85.500000
45,	53,	72.900000,	79.000000
46,	56,	84.000000,	87.000000
47,	25,	89.000000,	89.500000
48,	95,	90.100000,	82.100000
49,	2,	92.500000,	87.500000
50,	123,	92.300000,	79.700000
51,	83,	89.500000,	87.000000
52,	105,	95.000000,	88.500000
53,	45,	79.000000,	72.900000
54,	8,	94.400000,	87.100000
55,	73,	90.000000,	90.000000
56,	46,	87.000000,	84.000000
57,	125,	65.900000,	61.300000
58,	43,	100.000000,	100.000000
59,	70,	100.000000,	100.000000
60,	116,	86.700000,	81.400000
61,	21,	79.400000,	68.000000
62,	9,	77.200000,	83.500000
63,	34,	100.000000,	100.000000
64,	94,	87.000000,	84.600000
65,	66,	87.500000,	90.500000
66,	65,	90.500000,	87.500000
67,	42,	99.000000,	100.000000
68,	90,	90.000000,	86.000000
69,	14,	100.000000,	100.000000
70,	59,	100.000000,	100.000000
71,	98,	93.500000,	91.500000
72,	44,	85.500000,	90.000000
73,	55,	90.000000,	90.000000
74,	23,	88.000000,	91.000000
75,	26,	91.600000,	76.500000
76,	86,	70.300000,	76.700000
77,	15,	100.000000,	100.000000
78,	39,	92.500000,	91.000000
79,	30,	86.000000,	78.400000
80,	29,	82.000000,	86.500000
81,	35,	64.100000,	73.500000
82,	118,	87.500000,	88.500000
83,	51,	87.000000,	89.500000
84,	38,	89.000000,	73.000000
85,	87,	91.000000,	89.000000
86,	76,	76.700000,	70.300000
87,	85,	89.000000,	91.000000
88,	110,	79.300000,	89.300000
89,	122,	80.700000,	79.700000
90,	68,	86.000000,	90.000000
91,	115,	89.000000,	88.500000
92,	28,	88.500000,	87.000000
93,	31,	100.000000,	99.000000
94,	64,	84.600000,	87.000000
95,	48,	82.100000,	90.100000
96,	32,	75.000000,	89.300000
97,	132,	87.000000,	87.500000
98,	71,	91.500000,	93.500000
99,	37,	100.000000,	100.000000
100,	27,	100.000000,	100.000000
101,	108,	99.000000,	100.000000
102,	114,	87.500000,	80.000000
103,	20,	87.500000,	82.500000
104,	18,	87.500000,	91.000000
105,	52,	88.500000,	95.000000
106,	120,	100.000000,	100.000000
107,	36,	99.000000,	100.000000
108,	101,	100.000000,	99.000000
109,	113,	96.000000,	96.000000
110,	88,	89.300000,	79.300000
111,	33,	61.000000,	87.500000
112,	129,	100.000000,	100.000000
113,	109,	96.000000,	96.000000
114,	102,	80.000000,	87.500000
115,	91,	88.500000,	89.000000
116,	60,	81.400000,	86.700000
117,	1,	99.000000,	99.000000
118,	82,	88.500000,	87.500000
119,	127,	100.000000,	99.000000
120,	106,	100.000000,	100.000000
121,	126,	100.000000,	100.000000
122,	89,	79.700000,	80.700000
123,	50,	79.700000,	92.300000
124,	10,	80.900000,	82.200000
125,	57,	61.300000,	65.900000
126,	121,	100.000000,	100.000000
127,	119,	99.000000,	100.000000
128,	16,	81.300000,	80.300000
129,	112,	100.000000,	100.000000
130,	13,	91.500000,	82.500000
131,	6,	91.000000,	78.400000
132,	97,	87.500000,	87.000000
